원자재코드,"생산작업지시구분(생산:A,생산제외:D)",작업지시타입(일반:WO/재투입:WR),"사업단위(평택:20000,태안:60000등)",생산작업요청일자,LOT번호,분할순번,제품코드,제품BOM차수,원자재투입순번,원자재명,원자재탱크번호,투입지시중량,투입지시비율,투입지시오차비율,투입지시단위,시방원재료적요,추가투입량(생산자판단),정지중량(유속흐름제어),스텝그룹넘버,비고
SR35224,A,WO,20000,2021-02-22,SR2021022221,0,PEMA043080500,3,4,WRE-770,18,1076.5,21.53,0,KG,,0,20,1,
SR35225,A,WO,20000,2021-02-22,SR2021022221,0,PEMA043080500,3,5,WRE-550T,21,720,14.4,0,KG,,0,15,1,
SR35904,A,WO,20000,2021-02-22,SR2021022221,0,PEMA043080500,3,6,Urea-20%,4,425,8.5,0,KG,,0,40,1,
SR38117,A,WO,20000,2021-02-22,SR2021022221,0,PEMA043080500,3,3,PC소포제,0,3.5,0.07,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-02-22,SR2021022222,0,PEMA043080500,4,1,사용수,30,1072.6,53.63,0,KG,,4.4,60,1,
SR13801,A,WO,20000,2021-02-22,SR2021022222,0,PEMA043080500,4,2,액상리그닌,0,1,0.05,0,KG,,0,0,1,
SR16600,A,WO,20000,2021-02-22,SR2021022222,0,PEMA043080500,4,5,RA-300S,0,3,0.15,0,KG,,0,0,1,
SR35224,A,WO,20000,2021-02-22,SR2021022222,0,PEMA043080500,4,6,WRE-770,18,520,26,0,KG,,0,20,1,
SR35904,A,WO,20000,2021-02-22,SR2021022222,0,PEMA043080500,4,7,Urea-20%,4,400,20,0,KG,,0,40,1,
SR38117,A,WO,20000,2021-02-22,SR2021022222,0,PEMA043080500,4,3,PC소포제,0,1.4,0.07,0,KG,,0,0,1,
SR68222,A,WO,20000,2021-02-22,SR2021022222,0,PEMA043080500,4,4,소포제(MR-130),0,2,0.1,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-02-22,SR2021022238,0,PEMA043062000,18,1,사용수,30,3511.8,58.53,0,KG,,16.2,60,1,
SR13801,A,WO,20000,2021-02-22,SR2021022238,0,PEMA043062000,18,2,액상리그닌,0,6,0.1,0,KG,,0,0,1,
SR16600,A,WO,20000,2021-02-22,SR2021022238,0,PEMA043062000,18,8,RA-300S,1,342,5.7,0,KG,,0,5,1,
SR35224,A,WO,20000,2021-02-22,SR2021022238,0,PEMA043062000,18,5,WRE-770,18,720,12,0,KG,,0,20,1,
SR35225,A,WO,20000,2021-02-22,SR2021022238,0,PEMA043062000,18,6,WRE-550T,21,630,10.5,0,KG,,0,15,1,
SR35228,A,WO,20000,2021-02-22,SR2021022238,0,PEMA043062000,18,7,SRE-200SD-T,14,480,8,0,KG,,0,10,1,
SR35903,A,WO,20000,2021-02-22,SR2021022238,0,PEMA043062000,18,9,PCA3000,10,300,5,0,KG,마지막투입,0,30,1,
SR38117,A,WO,20000,2021-02-22,SR2021022238,0,PEMA043062000,18,3,PC소포제,0,4.2,0.07,0,KG,,0,0,1,
SR68222,A,WO,20000,2021-02-22,SR2021022238,0,PEMA043062000,18,4,소포제(MR-130),0,6,0.1,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-02-22,SR3F21022220,0,PEMA063030500,178,1,사용수,30,1730.4,57.68,0,KG,,4.5,60,1,
SR13801,A,WO,20000,2021-02-22,SR3F21022220,0,PEMA063030500,178,2,액상리그닌,0,1.5,0.05,0,KG,,0,0,1,
SR16600,A,WO,20000,2021-02-22,SR3F21022220,0,PEMA063030500,178,8,RA-300S,1,10.5,0.35,0,KG,,0,5,1,
SR35218,A,WO,20000,2021-02-22,SR3F21022220,0,PEMA063030500,178,4,WRE-580FX(55%),16,351.6,11.72,0,KG,,0,15,1,
SR35224,A,WO,20000,2021-02-22,SR3F21022220,0,PEMA063030500,178,5,WRE-770,18,387,12.9,0,KG,,0,20,1,
SR35225,A,WO,20000,2021-02-22,SR3F21022220,0,PEMA063030500,178,6,WRE-550T,21,387,12.9,0,KG,,0,15,1,
SR35228,A,WO,20000,2021-02-22,SR3F21022220,0,PEMA063030500,178,7,SRE-200SD-T,14,129,4.3,0,KG,,0,10,1,
SR68222,A,WO,20000,2021-02-22,SR3F21022220,0,PEMA063030500,178,3,소포제(MR-130),0,3,0.1,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-02-22,SR3F21022235,0,PEMA023030801,13,1,사용수,30,3460.8,57.68,0,KG,,7.2,60,1,
SR13801,A,WO,20000,2021-02-22,SR3F21022235,0,PEMA023030801,13,3,액상리그닌,3,3,0.05,0,KG,,0,0,1,
SR16600,A,WO,20000,2021-02-22,SR3F21022235,0,PEMA023030801,13,7,RA-300S,1,15,0.25,0,KG,,0,5,1,
SR35224,A,WO,20000,2021-02-22,SR3F21022235,0,PEMA023030801,13,4,WRE-770,18,1384.2,23.07,0,KG,,0,20,1,
SR35225,A,WO,20000,2021-02-22,SR3F21022235,0,PEMA023030801,13,5,WRE-550T,21,628.8,10.48,0,KG,,0,15,1,
SR35228,A,WO,20000,2021-02-22,SR3F21022235,0,PEMA023030801,13,6,SRE-200SD-T,14,504,8.4,0,KG,,0,10,1,
SR38117,A,WO,20000,2021-02-22,SR3F21022235,0,PEMA023030801,13,2,PC소포제,0,4.2,0.07,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-02-23,500F21022309,0,PEMA023058600,511,1,사용수,30,802.5,5.35,0,KG,,0,60,1,
SR13801,A,WO,20000,2021-02-23,500F21022309,0,PEMA023058600,511,2,액상리그닌,3,22.5,0.15,0,KG,,0,0,1,
SR35218,A,WO,20000,2021-02-23,500F21022309,0,PEMA023058600,511,3,WRE-580FX(55%),16,8181,54.54,0,KG,,0,15,1,
SR35225,A,WO,20000,2021-02-23,500F21022309,0,PEMA023058600,511,4,WRE-550T,21,5994,39.96,0,KG,,0,15,1,
SR11002,A,WO,20000,2021-02-23,580F21022311,0,PEMA073050413,64,1,사용수,30,1320,8.8,0,KG,,0,60,1,
SR13801,A,WO,20000,2021-02-23,580F21022311,0,PEMA073050413,64,2,액상리그닌,3,45,0.3,0,KG,,0,25,1,
SR35218,A,WO,20000,2021-02-23,580F21022311,0,PEMA073050413,64,3,WRE-580FX(55%),16,13635,90.9,0,KG,,0,15,1,
SR11002,A,WO,20000,2021-02-23,580F21022312,0,PEMA013099150,93,1,사용수,30,1780,8.9,0,KG,,0,60,1,
SR13801,A,WO,20000,2021-02-23,580F21022312,0,PEMA013099150,93,2,액상리그닌,3,40,0.2,0,KG,,0,30,1,
SR35218,A,WO,20000,2021-02-23,580F21022312,0,PEMA013099150,93,3,WRE-580FX(55%),16,18180,90.9,0,KG,,0,15,1,
SR11002,A,WO,20000,2021-02-23,CR1021022315,0,PEMA023123000,37,1,사용수,30,1797,59.9,0,KG,재활용수금지,0,60,1,
SR13801,A,WO,20000,2021-02-23,CR1021022315,0,PEMA023123000,37,2,액상리그닌,3,3,0.1,0,KG,,0,30,1,
SR16600,A,WO,20000,2021-02-23,CR1021022315,0,PEMA023123000,37,3,RA-300S,1,1200,40,0,KG,,0,5,1,
SR11002,A,WO,20000,2021-02-23,CR1021022316,0,PEMA023123000,36,1,사용수,30,2824.5,40.35,0,KG,재활용수금지,0,60,1,
SR13801,A,WO,20000,2021-02-23,CR1021022316,0,PEMA023123000,36,3,액상리그닌,3,7,0.1,0,KG,,0,0,1,
SR16600,A,WO,20000,2021-02-23,CR1021022316,0,PEMA023123000,36,5,RA-300S,1,3080,44,0,KG,,0,5,1,
SR35218,A,WO,20000,2021-02-23,CR1021022316,0,PEMA023123000,36,4,WRE-580FX(55%),16,1081.5,15.45,0,KG,,0,15,1,
SR68222,A,WO,20000,2021-02-23,CR1021022316,0,PEMA023123000,36,2,소포제(MR-130),0,7,0.1,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-02-23,CSA421022326,0,PEMA013046500,376,1,사용수,30,3320,66.4,0,KG,재활용수400Kg적용,10,45,1,
SR13801,A,WO,20000,2021-02-23,CSA421022326,0,PEMA013046500,376,3,액상리그닌,3,5,0.1,0,KG,,0,30,1,
SR16002,A,WO,20000,2021-02-23,CSA421022326,0,PEMA013046500,376,4,글루콘산소다,2,250,5,0,KG,,0,35,1,
SR16600,A,WO,20000,2021-02-23,CSA421022326,0,PEMA013046500,376,7,RA-300S,1,225,4.5,0,KG,,0,5,1,
SR35224,A,WO,20000,2021-02-23,CSA421022326,0,PEMA013046500,376,5,WRE-770,18,360,7.2,0,KG,,0,20,1,
SR35903,A,WO,20000,2021-02-23,CSA421022326,0,PEMA013046500,376,8,PCA3000,10,210,4.2,0,KG,마지막투입해주세요,0,30,1,
SR35904,A,WO,20000,2021-02-23,CSA421022326,0,PEMA013046500,376,6,Urea-20%,4,625,12.5,0,KG,,0,40,1,
SR68222,A,WO,20000,2021-02-23,CSA421022326,0,PEMA013046500,376,2,소포제(MR-130),0,5,0.1,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-02-23,CSA521022310,0,PEMA023052200,23,1,사용수,30,6355,63.55,0,KG,재활용수800kg,15,45,1,
SR13801,A,WO,20000,2021-02-23,CSA521022310,0,PEMA023052200,23,2,액상리그닌,3,5,0.05,0,KG,,0,0,1,
SR16600,A,WO,20000,2021-02-23,CSA521022310,0,PEMA023052200,23,6,RA-300S,1,180,1.8,0,KG,,0,5,1,
SR35224,A,WO,20000,2021-02-23,CSA521022310,0,PEMA023052200,23,4,WRE-770,18,1250,12.5,0,KG,,0,20,1,
SR35903,A,WO,20000,2021-02-23,CSA521022310,0,PEMA023052200,23,7,PCA3000,10,600,6,0,KG,마지막 투입해주세요,0,30,1,
SR35904,A,WO,20000,2021-02-23,CSA521022310,0,PEMA023052200,23,5,Urea-20%,4,1600,16,0,KG,,0,40,1,
SR68222,A,WO,20000,2021-02-23,CSA521022310,0,PEMA023052200,23,3,소포제(MR-130),0,10,0.1,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-02-23,CSA521022324,0,PEMA553048200,43,1,사용수,30,6905,69.05,0,KG,재활용수800kg적용,15,45,1,
SR13801,A,WO,20000,2021-02-23,CSA521022324,0,PEMA553048200,43,3,액상리그닌,3,5,0.05,0,KG,,0,30,1,
SR16600,A,WO,20000,2021-02-23,CSA521022324,0,PEMA553048200,43,6,RA-300S,1,150,1.5,0,KG,,0,5,1,
SR35224,A,WO,20000,2021-02-23,CSA521022324,0,PEMA553048200,43,4,WRE-770,18,980,9.8,0,KG,,0,20,1,
SR35903,A,WO,20000,2021-02-23,CSA521022324,0,PEMA553048200,43,7,PCA3000,10,500,5,0,KG,마지막 투입해주세요,0,30,1,
SR35904,A,WO,20000,2021-02-23,CSA521022324,0,PEMA553048200,43,5,Urea-20%,4,1450,14.5,0,KG,,0,40,1,
SR68222,A,WO,20000,2021-02-23,CSA521022324,0,PEMA553048200,43,2,소포제(MR-130),0,10,0.1,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-02-23,CSA521022334,0,PEMA013111300,35,1,사용수,30,7000,70,0,KG,재활용수800kg,20,60,1,
SR13801,A,WO,20000,2021-02-23,CSA521022334,0,PEMA013111300,35,3,액상리그닌,3,10,0.1,0,KG,,0,30,1,
SR16002,A,WO,20000,2021-02-23,CSA521022334,0,PEMA013111300,35,4,글루콘산소다,2,300,3,0,KG,,0,40,1,
SR16600,A,WO,20000,2021-02-23,CSA521022334,0,PEMA013111300,35,7,RA-300S,1,80,0.8,0,KG,,0,5,1,
SR35224,A,WO,20000,2021-02-23,CSA521022334,0,PEMA013111300,35,5,WRE-770,18,1000,10,0,KG,,0,20,1,
SR35903,A,WO,20000,2021-02-23,CSA521022334,0,PEMA013111300,35,8,PCA3000,10,200,2,0,KG,마지막투입,0,20,1,
SR35904,A,WO,20000,2021-02-23,CSA521022334,0,PEMA013111300,35,6,Urea-20%,4,1400,14,0,KG,,0,25,1,
SR68222,A,WO,20000,2021-02-23,CSA521022334,0,PEMA013111300,35,2,소포제(MR-130),0,10,0.1,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-02-23,CSA521022335,0,PEMA023035315,36,1,사용수,30,4788,59.85,0,KG,재활용수금지,12,60,1,
SR13801,A,WO,20000,2021-02-23,CSA521022335,0,PEMA023035315,36,3,액상리그닌,3,4,0.05,0,KG,,0,30,1,
SR35225,A,WO,20000,2021-02-23,CSA521022335,0,PEMA023035315,36,4,WRE-550T,23,720,9,0,KG,,0,15,1,
SR35228,A,WO,20000,2021-02-23,CSA521022335,0,PEMA023035315,36,5,SRE-200SD-T,14,400,5,0,KG,,0,10,1,
SR35758,A,WO,20000,2021-02-23,CSA521022335,0,PEMA023035315,36,8,M30,7,80,1,0,KG,마지막투입,0,30,1,
SR35903,A,WO,20000,2021-02-23,CSA521022335,0,PEMA023035315,36,7,PCA3000,10,640,8,0,KG,,0,20,1,
SR35904,A,WO,20000,2021-02-23,CSA521022335,0,PEMA023035315,36,6,Urea-20%,4,1360,17,0,KG,,0,25,1,
SR68222,A,WO,20000,2021-02-23,CSA521022335,0,PEMA023035315,36,2,소포제(MR-130),0,8,0.1,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-02-23,CSA521022342,0,PEMA023001000,81,1,사용수,30,6700,67,0,KG,재활용수800KG,40,60,1,
SR13801,A,WO,20000,2021-02-23,CSA521022342,0,PEMA023001000,81,3,액상리그닌,3,10,0.1,0,KG,,0,30,1,
SR16600,A,WO,20000,2021-02-23,CSA521022342,0,PEMA023001000,81,6,RA-300S,1,460,4.6,0,KG,,0,5,1,
SR35224,A,WO,20000,2021-02-23,CSA521022342,0,PEMA023001000,81,4,WRE-770,18,900,9,0,KG,,0,20,1,
SR35903,A,WO,20000,2021-02-23,CSA521022342,0,PEMA023001000,81,7,PCA3000,10,450,4.5,0,KG,마지막투입,0,30,1,
SR35904,A,WO,20000,2021-02-23,CSA521022342,0,PEMA023001000,81,5,Urea-20%,4,1450,14.5,0,KG,,0,40,1,
SR68222,A,WO,20000,2021-02-23,CSA521022342,0,PEMA023001000,81,2,소포제(MR-130),0,30,0.3,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-02-23,HR1021022228,0,PEMA013039505,30,1,사용수,30,4116,58.8,0,KG,재활용수560KG,14,45,1,
SR13801,A,WO,20000,2021-02-23,HR1021022228,0,PEMA013039505,30,3,액상리그닌,3,7,0.1,0,KG,,0,0,1,
SR16002,A,WO,20000,2021-02-23,HR1021022228,0,PEMA013039505,30,4,글루콘산소다,2,210,3,0,KG,,0,35,1,
SR16600,A,WO,20000,2021-02-23,HR1021022228,0,PEMA013039505,30,7,RA-300S,1,770,11,0,KG,,0,5,1,
SR35224,A,WO,20000,2021-02-23,HR1021022228,0,PEMA013039505,30,5,WRE-770,18,665,9.5,0,KG,,0,20,1,
SR35903,A,WO,20000,2021-02-23,HR1021022228,0,PEMA013039505,30,8,PCA3000,10,350,5,0,KG,마지막투입,0,30,1,
SR35904,A,WO,20000,2021-02-23,HR1021022228,0,PEMA013039505,30,6,Urea-20%,4,875,12.5,0,KG,,0,40,1,
SR68222,A,WO,20000,2021-02-23,HR1021022228,0,PEMA013039505,30,2,소포제(MR-130),0,7,0.1,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-02-23,HR1021022230,0,PEMA013049304,66,1,사용수,30,5180,51.8,0,KG,재활용수800KG,20,45,1,
SR13801,A,WO,20000,2021-02-23,HR1021022230,0,PEMA013049304,66,3,액상리그닌,3,10,0.1,0,KG,,0,0,1,
SR16600,A,WO,20000,2021-02-23,HR1021022230,0,PEMA013049304,66,6,RA-300S,1,1000,10,0,KG,,0,5,1,
SR35224,A,WO,20000,2021-02-23,HR1021022230,0,PEMA013049304,66,4,WRE-770,18,1100,11,0,KG,,0,20,1,
SR35903,A,WO,20000,2021-02-23,HR1021022230,0,PEMA013049304,66,7,PCA3000,10,400,4,0,KG,마지막투입,0,30,1,
SR35904,A,WO,20000,2021-02-23,HR1021022230,0,PEMA013049304,66,5,Urea-20%,4,2300,23,0,KG,,0,40,1,
SR68222,A,WO,20000,2021-02-23,HR1021022230,0,PEMA013049304,66,2,소포제(MR-130),0,10,0.1,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-02-23,HR1021022244,0,PEMA013010100,195,1,사용수,30,5280,52.8,0,KG,재활용수800kg적용,20,60,1,
SR13801,A,WO,20000,2021-02-23,HR1021022244,0,PEMA013010100,195,3,액상리그닌,3,10,0.1,0,KG,,0,0,1,
SR16002,A,WO,20000,2021-02-23,HR1021022244,0,PEMA013010100,195,4,글루콘산소다,2,300,3,0,KG,,0,40,1,
SR16600,A,WO,20000,2021-02-23,HR1021022244,0,PEMA013010100,195,7,RA-300S,1,1300,13,0,KG,,0,5,1,
SR35224,A,WO,20000,2021-02-23,HR1021022244,0,PEMA013010100,195,5,WRE-770,18,650,6.5,0,KG,,0,20,1,
SR35903,A,WO,20000,2021-02-23,HR1021022244,0,PEMA013010100,195,8,PCA3000,10,480,4.8,0,KG,마지막투입,0,20,1,
SR35904,A,WO,20000,2021-02-23,HR1021022244,0,PEMA013010100,195,6,Urea-20%,4,1970,19.7,0,KG,,0,25,1,
SR68222,A,WO,20000,2021-02-23,HR1021022244,0,PEMA013010100,195,2,소포제(MR-130),0,10,0.1,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-02-23,HR1021022245,0,PEMA013041507,11,1,사용수,30,3955,56.5,0,KG,재활용수560kg적용,21,60,1,
SR13801,A,WO,20000,2021-02-23,HR1021022245,0,PEMA013041507,11,2,액상리그닌,3,7,0.1,0,KG,,0,0,1,
SR16600,A,WO,20000,2021-02-23,HR1021022245,0,PEMA013041507,11,6,RA-300S,1,140,2,0,KG,,0,5,1,
SR35224,A,WO,20000,2021-02-23,HR1021022245,0,PEMA013041507,11,4,WRE-770,18,1085,15.5,0,KG,,0,20,1,
SR35903,A,WO,20000,2021-02-23,HR1021022245,0,PEMA013041507,11,7,PCA3000,10,329,4.7,0,KG,마지막투입,0,20,1,
SR35904,A,WO,20000,2021-02-23,HR1021022245,0,PEMA013041507,11,5,Urea-20%,4,1470,21,0,KG,,0,25,1,
SR68222,A,WO,20000,2021-02-23,HR1021022245,0,PEMA013041507,11,3,소포제(MR-130),0,14,0.2,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-02-23,HR1021022246,0,PEMA013099140,39,1,사용수,30,1977,65.9,0,KG,재활용수240kg적용,6,45,1,
SR13801,A,WO,20000,2021-02-23,HR1021022246,0,PEMA013099140,39,3,액상리그닌,3,3,0.1,0,KG,,0,0,1,
SR16600,A,WO,20000,2021-02-23,HR1021022246,0,PEMA013099140,39,6,RA-300S,1,6,0.2,0,KG,,0,5,1,
SR35224,A,WO,20000,2021-02-23,HR1021022246,0,PEMA013099140,39,4,WRE-770,18,510,17,0,KG,,0,20,1,
SR35903,A,WO,20000,2021-02-23,HR1021022246,0,PEMA013099140,39,7,PCA3000,10,210,7,0,KG,마지막 투입해주세요,0,30,1,
SR35904,A,WO,20000,2021-02-23,HR1021022246,0,PEMA013099140,39,5,Urea-20%,4,291,9.7,0,KG,,0,40,1,
SR68222,A,WO,20000,2021-02-23,HR1021022246,0,PEMA013099140,39,2,소포제(MR-130),0,3,0.1,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-02-23,HR1021022247,0,PEMA013099140,40,1,사용수,30,3633,51.9,0,KG,재활용수560kg적용,12.6,45,1,
SR13801,A,WO,20000,2021-02-23,HR1021022247,0,PEMA013099140,40,3,액상리그닌,3,5.6,0.08,0,KG,,0,0,1,
SR16600,A,WO,20000,2021-02-23,HR1021022247,0,PEMA013099140,40,6,RA-300S,1,139.3,1.99,0,KG,,0,5,1,
SR35224,A,WO,20000,2021-02-23,HR1021022247,0,PEMA013099140,40,4,WRE-770,18,630,9,0,KG,,0,20,1,
SR35903,A,WO,20000,2021-02-23,HR1021022247,0,PEMA013099140,40,7,PCA3000,10,490,7,0,KG,마지막 투입해주세요,0,30,1,
SR35904,A,WO,20000,2021-02-23,HR1021022247,0,PEMA013099140,40,5,Urea-20%,4,875,12.5,0,KG,,0,40,1,
SR68222,A,WO,20000,2021-02-23,HR1021022247,0,PEMA013099140,40,2,소포제(MR-130),0,7,0.1,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-02-23,HR1021022248,0,PEMA033088300,539,1,사용수,30,6415,64.15,0,KG,재활용수800kg적용,15,60,1,
SR13801,A,WO,20000,2021-02-23,HR1021022248,0,PEMA033088300,539,3,액상리그닌,3,5,0.05,0,KG,,0,0,1,
SR16600,A,WO,20000,2021-02-23,HR1021022248,0,PEMA033088300,539,7,RA-300S,1,200,2,0,KG,,0,5,1,
SR35224,A,WO,20000,2021-02-23,HR1021022248,0,PEMA033088300,539,4,WRE-770,18,1700,17,0,KG,,0,20,1,
SR35225,A,WO,20000,2021-02-23,HR1021022248,0,PEMA033088300,539,5,WRE-550T,21,200,2,0,KG,,0,15,1,
SR35903,A,WO,20000,2021-02-23,HR1021022248,0,PEMA033088300,539,8,PCA3000,10,500,5,0,KG,마지막투입,0,30,1,
SR35904,A,WO,20000,2021-02-23,HR1021022248,0,PEMA033088300,539,6,Urea-20%,4,970,9.7,0,KG,,0,40,1,
SR68222,A,WO,20000,2021-02-23,HR1021022248,0,PEMA033088300,539,2,소포제(MR-130),0,10,0.1,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-02-23,HR1021022314,0,PEMA623022500,45,1,사용수,30,6585,65.85,0,KG,재활용수800kg,15,45,1,
SR13801,A,WO,20000,2021-02-23,HR1021022314,0,PEMA623022500,45,3,액상리그닌,3,5,0.05,0,KG,,0,30,1,
SR16600,A,WO,20000,2021-02-23,HR1021022314,0,PEMA623022500,45,5,RA-300S,1,450,4.5,0,KG,,0,5,1,
SR35224,A,WO,20000,2021-02-23,HR1021022314,0,PEMA623022500,45,4,WRE-770,18,2350,23.5,0,KG,,0,20,1,
SR35903,A,WO,20000,2021-02-23,HR1021022314,0,PEMA623022500,45,6,PCA3000,10,600,6,0,KG,마지막투입,0,30,1,
SR68222,A,WO,20000,2021-02-23,HR1021022314,0,PEMA623022500,45,2,소포제(MR-130),0,10,0.1,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-02-23,HR1021022322,0,PEMA043101200,179,1,사용수,30,6850,68.5,0,KG,재활용수800KG,15,60,1,
SR13801,A,WO,20000,2021-02-23,HR1021022322,0,PEMA043101200,179,3,액상리그닌,3,5,0.05,0,KG,,0,0,1,
SR16600,A,WO,20000,2021-02-23,HR1021022322,0,PEMA043101200,179,8,RA-300S,1,35,0.35,0,KG,,0,5,1,
SR35224,A,WO,20000,2021-02-23,HR1021022322,0,PEMA043101200,179,4,WRE-770,18,600,6,0,KG,,0,20,1,
SR35225,A,WO,20000,2021-02-23,HR1021022322,0,PEMA043101200,179,5,WRE-550T,21,470,4.7,0,KG,,0,15,1,
SR35228,A,WO,20000,2021-02-23,HR1021022322,0,PEMA043101200,179,6,SRE-200SD-T,14,360,3.6,0,KG,,0,10,1,
SR35903,A,WO,20000,2021-02-23,HR1021022322,0,PEMA043101200,179,9,PCA3000,10,700,7,0,KG,마지막투입,0,30,1,
SR35904,A,WO,20000,2021-02-23,HR1021022322,0,PEMA043101200,179,7,Urea-20%,4,970,9.7,0,KG,,0,40,1,
SR68222,A,WO,20000,2021-02-23,HR1021022322,0,PEMA043101200,179,2,소포제(MR-130),0,10,0.1,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-02-23,HR1021022323,0,PEMA013125010,6,1,사용수,30,3217,64.34,0,KG,재활용수금지,6,60,1,
SR13801,A,WO,20000,2021-02-23,HR1021022323,0,PEMA013125010,6,3,액상리그닌,3,2.5,0.05,0,KG,,0,30,1,
SR16600,A,WO,20000,2021-02-23,HR1021022323,0,PEMA013125010,6,7,RA-300S,1,72,1.44,0,KG,,0,5,1,
SR35225,A,WO,20000,2021-02-23,HR1021022323,0,PEMA013125010,6,4,WRE-550T,21,740,14.8,0,KG,,0,15,1,
SR35228,A,WO,20000,2021-02-23,HR1021022323,0,PEMA013125010,6,5,SRE-200SD-T,14,740,14.8,0,KG,,0,10,1,
SR35904,A,WO,20000,2021-02-23,HR1021022323,0,PEMA013125010,6,6,Urea-20%,4,225,4.5,0,KG,,0,40,1,
SR38117,A,WO,20000,2021-02-23,HR1021022323,0,PEMA013125010,6,2,PC소포제,0,3.5,0.07,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-02-23,HR1021022325,0,PEMA153001100,84,1,사용수,30,3426,68.52,0,KG,재활용수400kg적용,6.5,60,1,
SR13801,A,WO,20000,2021-02-23,HR1021022325,0,PEMA153001100,84,4,액상리그닌,3,2.5,0.05,0,KG,,0,30,1,
SR16600,A,WO,20000,2021-02-23,HR1021022325,0,PEMA153001100,84,8,RA-300S,1,65,1.3,0,KG,,0,5,1,
SR35224,A,WO,20000,2021-02-23,HR1021022325,0,PEMA153001100,84,5,WRE-770,18,720,14.4,0,KG,,0,20,1,
SR35225,A,WO,20000,2021-02-23,HR1021022325,0,PEMA153001100,84,6,WRE-550T,23,180,3.6,0,KG,,0,15,1,
SR35904,A,WO,20000,2021-02-23,HR1021022325,0,PEMA153001100,84,7,Urea-20%,4,600,12,0,KG,,0,40,1,
SR38117,A,WO,20000,2021-02-23,HR1021022325,0,PEMA153001100,84,2,PC소포제,0,1.5,0.03,0,KG,,0,0,1,
SR68222,A,WO,20000,2021-02-23,HR1021022325,0,PEMA153001100,84,3,소포제(MR-130),0,5,0.1,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-02-23,HR1021022327,0,PEMA033046500,391,1,사용수,30,5460,54.6,0,KG,재활용수800kg,20,45,1,
SR13801,A,WO,20000,2021-02-23,HR1021022327,0,PEMA033046500,391,3,액상리그닌,3,10,0.1,0,KG,,0,30,1,
SR16600,A,WO,20000,2021-02-23,HR1021022327,0,PEMA033046500,391,6,RA-300S,1,450,4.5,0,KG,,0,5,1,
SR35224,A,WO,20000,2021-02-23,HR1021022327,0,PEMA033046500,391,4,WRE-770,18,1150,11.5,0,KG,,0,20,1,
SR35903,A,WO,20000,2021-02-23,HR1021022327,0,PEMA033046500,391,7,PCA3000,10,720,7.2,0,KG,마지막투입,0,30,1,
SR35904,A,WO,20000,2021-02-23,HR1021022327,0,PEMA033046500,391,5,Urea-20%,4,2200,22,0,KG,,0,40,1,
SR68222,A,WO,20000,2021-02-23,HR1021022327,0,PEMA033046500,391,2,소포제(MR-130),0,10,0.1,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-02-23,HR1021022328,0,PEMA013017400,70,1,사용수,30,3359,67.18,0,KG,재활용수금지,5,60,1,
SR35218,A,WO,20000,2021-02-23,HR1021022328,0,PEMA013017400,70,3,WRE-580FX(55%),16,1136,22.72,0,KG,,0,15,1,
SR35758,A,WO,20000,2021-02-23,HR1021022328,0,PEMA013017400,70,4,M30,7,500,10,0,KG,마지막투입해주세요.,0,30,1,
SR38117,A,WO,20000,2021-02-23,HR1021022328,0,PEMA013017400,70,2,PC소포제,0,5,0.1,0,KG,,0,0,1,
SR11002,A,WO,20000,2021-02-23,HR1021022331,0,PEMA013005900,5,1,사용수,30,6160,61.6,0,KG,재활용수800KG,20,45,1,
SR13801,A,WO,20000,2021-02-23,HR1021022331,0,PEMA013005900,5,3,액상리그닌,3,10,0.1,0,KG,,0,30,1,
SR16002,A,WO,20000,2021-02-23,HR1021022331,0,PEMA013005900,5,4,글루콘산소다,2,500,5,0,KG,,0,35,1,
SR16600,A,WO,20000,2021-02-23,HR1021022331,0,PEMA013005900,5,8,RA-300S,1,220,2.2,0,KG,,0,5,1,
SR35224,A,WO,20000,2021-02-23,HR1021022331,0,PEMA013005900,5,5,WRE-770,18,1500,15,0,KG,,0,20,1,
