"°í°´¹øÈ£","¼ºº°","2014³â ÃÑ±¸¸Å¾×","2015³â ÃÑ±¸¸Å¾×","Áõ°¨·ü"
"00752","M",19467650,24652790,26.63
"00753","F",5216163,5742356,10.09
"00754","F",37125061,23306576,-37.22
"00755","F",31078958,30950778,-0.41
"00756","F",11478045,9952015,-13.3
"00757","F",28524123,82029910,187.58
"00758","F",40278495,73993375,83.7
"00759","F",15220671,29554991,94.18
"00760","F",5930429,6327709,6.7
"00761","F",12510341,8764491,-29.94
"00762","F",7063124,5332779,-24.5
"00763","F",13990913,8565229,-38.78
"00764","F",14976985,11701170,-21.87
"00765","F",16911680,41127840,143.19
"00766","F",16872676,16953431,0.48
"00767","F",12322526,9810005,-20.39
"00768","F",4324680,6985750,61.53
"00769","F",17622517,16505168,-6.34
"00770","F",64444990,35287643,-45.24
"00771","F",18494032,15296199,-17.29
"00772","M",49684511,24257006,-51.18
"00773","F",17176277,7837174,-54.37
"00774","F",14150157,8906202,-37.06
"00775","F",14939601,16512640,10.53
"00776","F",12971696,14736815,13.61
"00777","M",14182604,7846847,-44.67
"00778","M",12391695,9951918,-19.69
"00779","F",47163926,43781934,-7.17
"00780","F",29076569,39042384,34.27
"00781","F",47013820,35047002,-25.45
"00782","M",6218477,5007569,-19.47
"00783","F",42064628,35116920,-16.52
"00784","F",31850210,43489846,36.54
"00785","F",20537418,25197270,22.69
"00786","F",20481390,43300580,111.41
"00787","F",10632520,13197923,24.13
"00788","F",14164071,18622879,31.48
"00789","M",26146630,25559490,-2.25
"00790","F",5010359,4396595,-12.25
"00791","F",18434046,16269595,-11.74
"00792","F",43138770,58391595,35.36
"00793","F",7137896,4016727,-43.73
"00794","F",33023956,40642280,23.07
"00795","F",33220150,48570192,46.21
"00796","F",19727828,23674637,20.01
"00797","M",35560900,53730871,51.1
"00798","F",2140158,1664868,-22.21
"00799","F",10138236,13051120,28.73
"00800","F",27145174,27968283,3.03
"00801","F",32517374,23012431,-29.23
"00802","F",9620588,11876014,23.44
"00803","M",9543510,8266160,-13.38
"00804","M",5293648,3892911,-26.46
"00805","F",3777370,3263583,-13.6
"00806","F",19066900,42397760,122.36
"00807","M",19705606,19633645,-0.37
"00808","F",25277130,23963683,-5.2
"00809","F",11219703,14007135,24.84
"00810","F",61272390,59162068,-3.44
"00811","F",23244991,48204323,107.38
"00812","F",22300742,28988280,29.99
"00813","F",5948371,6198489,4.2
"00814","F",31399492,56620920,80.32
"00815","F",16739410,4438350,-73.49
"00816","F",49565452,35617296,-28.14
"00817","M",51624470,86493910,67.54
"00818","F",19305837,20714593,7.3
"00819","F",78184035,41926874,-46.37
"00820","F",5283045,5391152,2.05
"00821","F",5980129,5628873,-5.87
"00822","F",6240418,11032604,76.79
"00823","F",62591790,123683056,97.6
"00824","F",14146995,15745393,11.3
"00825","F",14204390,29700220,109.09
"00826","F",4462784,3234591,-27.52
"00827","F",36426998,24499853,-32.74
"00828","F",34393898,17126080,-50.21
"00829","F",4522367,6394448,41.4
"00830","F",8899777,7513646,-15.57
"00831","F",3149304,3475738,10.37
"00832","F",49032640,65035277,32.64
"00833","F",10736501,8415408,-21.62
"00834","F",7795537,9759333,25.19
"00835","M",29520810,35434590,20.03
"00836","F",2269329,2827072,24.58
"00837","M",5020531,5407392,7.71
"00838","F",27797605,32972609,18.62
"00839","F",18561256,18270800,-1.56
"00840","F",160343900,227833240,42.09
"00841","F",144327635,160729879,11.36
"00842","F",71394991,49474388,-30.7
"00843","F",5405691,5465863,1.11
"00844","F",23507764,25371391,7.93
"00845","M",28664338,31672740,10.5
"00846","F",30717057,29974350,-2.42
"00847","F",25404364,27798993,9.43
"00848","F",37130202,41328360,11.31
"00849","F",7075586,6280638,-11.24
"00850","F",15385665,25485515,65.64
"00851","F",2523135,2226410,-11.76
"00852","F",25249658,16209607,-35.8
"00853","F",5779240,7648410,32.34
"00854","M",10832606,10611123,-2.04
"00855","F",26558250,21868539,-17.66
"00856","F",24365164,30298301,24.35
"00857","F",44365420,40330530,-9.09
"00858","F",47112442,66714170,41.61
"00859","M",28984594,35436927,22.26
"00860","F",7546103,8256161,9.41
"00861","F",80273063,88713940,10.52
"00862","F",4220785,5878376,39.27
"00863","F",143457282,189743794,32.27
"00864","F",9750654,11878311,21.82
"00865","F",39104769,51969950,32.9
"00866","F",22530608,19655770,-12.76
"00867","F",13160781,18370226,39.58
"00868","F",10750310,7840572,-27.07
"00869","M",11210980,6485258,-42.15
"00870","F",24977630,22936631,-8.17
"00871","F",7185809,6901583,-3.96
"00872","F",4520939,2469840,-45.37
"00873","F",28087136,46744389,66.43
"00874","F",25684691,34182309,33.08
"00875","F",37640757,25896170,-31.2
"00876","F",9465367,7210456,-23.82
"00877","F",5872663,7629570,29.92
"00878","F",57222024,53685058,-6.18
"00879","F",34120203,40384482,18.36
"00880","F",6378584,5400951,-15.33
"00881","F",5344934,6732186,25.95
"00882","F",49350073,69388126,40.6
"00883","F",28117340,30128490,7.15
"00884","F",124556225,51698697,-58.49
"00885","F",13781703,13043270,-5.36
"00886","F",47507537,110553818,132.71
"00887","F",27285738,31943919,17.07
"00888","F",25984650,22095283,-14.97
"00889","F",8183070,8308621,1.53
"00890","F",40186680,34696400,-13.66
"00891","M",18923124,27458581,45.11
"00892","M",2314635,3038135,31.26
"00893","F",15139478,14075887,-7.03
"00894","F",33345040,50109113,50.27
"00895","F",10732109,13559363,26.34
"00896","F",2913111,2192558,-24.73
"00897","F",80342300,88135710,9.7
"00898","M",6435363,9131282,41.89
"00899","F",55686430,55764265,0.14
"00900","F",4919278,7534679,53.17
"00901","M",4541537,6003891,32.2
"00902","F",4740704,5301224,11.82
"00903","F",26178556,19191773,-26.69
"00904","M",12079630,19818130,64.06
"00905","F",25648374,12182498,-52.5
"00906","F",6406587,11550783,80.3
"00907","M",20603240,18504330,-10.19
"00908","F",3906881,1310939,-66.45
"00909","F",7328345,7072532,-3.49
"00910","F",3084117,4847501,57.18
"00911","F",70381850,67652276,-3.88
"00912","F",17099015,16030290,-6.25
"00913","M",25467870,24885370,-2.29
"00914","F",23276572,25654368,10.22
"00915","M",10270675,97761475,851.85
"00916","F",26043410,43853570,68.39
"00917","F",3788899,8202203,116.48
"00918","F",34552839,37010162,7.11
"00919","F",82860998,41996070,-49.32
"00920","F",17564508,14198512,-19.16
"00921","F",7464953,3300716,-55.78
"00922","F",9021935,7666840,-15.02
"00923","F",25996400,18753113,-27.86
"00924","F",38456850,62399950,62.26
"00925","F",35676840,29471280,-17.39
"00926","F",6788780,7333536,8.02
"00927","F",44376849,68967697,55.41
"00928","F",54635364,64015257,17.17
"00929","M",39633150,32657140,-17.6
"00930","F",9363735,5902905,-36.96
"00931","F",33404345,33573564,0.51
"00932","F",4050549,4480752,10.62
"00933","F",5998700,6583666,9.75
"00934","F",80992801,84411550,4.22
"00935","F",13187332,15561775,18.01
"00936","F",70980430,112105900,57.94
"00937","F",44286916,62627321,41.41
"00938","F",3982805,5326475,33.74
"00939","F",51449419,70607033,37.24
"00940","F",5691218,9776158,71.78
"00941","F",33231555,58381507,75.68
"00942","M",8126716,8072991,-0.66
"00943","F",36073039,36218248,0.4
"00944","F",30125124,32356836,7.41
"00945","F",11252422,9572073,-14.93
"00946","F",50935000,56826890,11.57
"00947","F",349441275,292480638,-16.3
"00948","F",4323290,11147013,157.84
"00949","F",23977310,37543736,56.58
"00950","F",4717593,6071162,28.69
"00951","F",8686512,13923176,60.29
"00952","M",29426387,32249576,9.59
"00953","F",51920460,67037530,29.12
"00954","M",25124937,25177323,0.21
"00955","F",157582807,136488981,-13.39
"00956","F",4831958,4805141,-0.55
"00957","F",34799406,61995734,78.15
"00958","F",23714218,26153275,10.29
"00959","F",24484164,22000404,-10.14
"00960","F",9609543,3974921,-58.64
"00961","F",7603131,4927980,-35.18
"00962","F",41956130,39374040,-6.15
"00963","M",29435485,31985508,8.66
"00964","M",7519224,7816612,3.96
"00965","F",42881600,39064393,-8.9
"00966","F",67739440,17225590,-74.57
"00967","F",3551039,4381145,23.38
"00968","F",7469990,8759711,17.27
"00969","F",7249621,7118113,-1.81
"00970","M",2464113,1512190,-38.63
"00971","F",28397544,22972591,-19.1
"00972","F",80440989,20998981,-73.9
"00973","F",16249617,34364597,111.48
"00974","F",35980440,39215170,8.99
"00975","M",17444292,13770920,-21.06
"00976","F",4399435,4514832,2.62
"00977","M",92660536,102366220,10.47
"00978","M",30723760,36544040,18.94
"00979","F",4840189,5169763,6.81
"00980","F",18552797,27266924,46.97
"00981","F",6381965,9301633,45.75
"00982","F",30428809,177224469,482.42
"00983","M",12872539,11810121,-8.25
"00984","F",17957420,9975400,-44.45
"00985","M",31526970,3411870,-89.18
"00986","F",41083309,67661221,64.69
"00987","M",1907872,1739470,-8.83
"00988","M",8133241,2821235,-65.31
"00989","F",84171384,94881210,12.72
"00990","M",33330495,29815789,-10.55
"00991","F",33730050,37548156,11.32
"00992","F",35371141,48435513,36.94
"00993","M",49362910,63396339,28.43
"00994","F",30893876,43235104,39.95
"00995","F",13518057,11282694,-16.54
"00996","F",27201265,49709827,82.75
"00997","F",52259944,73851429,41.32
"00998","F",24018460,25883164,7.76
"00999","F",42172268,78871852,87.02
"01000","M",7974163,6943746,-12.92
"01001","F",17918489,15807625,-11.78
"01002","F",88278782,103988220,17.8
"01003","F",3745028,4302338,14.88
"01004","F",26872172,15382304,-42.76
"01005","F",41886956,29473110,-29.64
"01006","F",41814558,36941521,-11.65
"01007","F",1914040,1504153,-21.41
"01008","F",72074810,38690240,-46.32
"01009","F",3008006,4666663,55.14
"01010","F",6507213,6640088,2.04
"01011","M",68281485,67822660,-0.67
"01012","F",5350403,5230810,-2.24
"01013","F",44475307,70333474,58.14
"01014","F",38569290,55636430,44.25
"01015","F",7577320,10941312,44.4
"01016","F",18727597,10813614,-42.26
"01017","F",18825850,20706455,9.99
"01018","F",54188205,53944068,-0.45
"01019","F",11743470,7845150,-33.2
"01020","M",9834246,18570784,88.84
"01021","F",3700709,5497243,48.55
"01022","F",11221320,11880349,5.87
"01023","M",16591240,7146313,-56.93
"01024","F",6649553,9662300,45.31
"01025","F",25828440,41937330,62.37
"01026","F",31170326,27993019,-10.19
"01027","F",24668206,18866505,-23.52
"01028","M",29302054,20637415,-29.57
"01029","F",28396020,47651516,67.81
"01030","F",4593099,3677500,-19.93
"01031","F",3955704,3193965,-19.26
"01032","M",12394761,20785246,67.69
"01033","F",45975380,49955130,8.66
"01034","F",6988543,7128567,2
"01035","M",5368203,3822351,-28.8
"01036","F",8598961,11905010,38.45
"01037","M",10130028,11333539,11.88
"01038","F",15842484,18004554,13.65
"01039","F",31138952,32259805,3.6
"01040","F",55292702,40557840,-26.65
"01041","F",3569993,3986281,11.66
"01042","F",31845452,35083815,10.17
"01043","F",15011120,14744700,-1.77
"01044","M",81244790,29517280,-63.67
"01045","M",63195970,80159197,26.84
"01046","F",23158020,19077850,-17.62
"01047","F",84374740,34344300,-59.3
"01048","F",9063582,9713007,7.17
"01049","F",23321490,13589951,-41.73
"01050","M",3629550,3221378,-11.25
"01051","F",5655076,6176331,9.22
"01052","F",14644257,10334816,-29.43
"01053","M",40099599,22813880,-43.11
"01054","F",5061783,1455797,-71.24
"01055","F",5292109,12322161,132.84
"01056","M",16480241,22886922,38.87
"01057","F",63534748,75762099,19.25
"01058","F",22154440,21818753,-1.52
"01059","F",8615027,6601830,-23.37
"01060","M",20143910,34851122,73.01
"01061","M",7846476,14257090,81.7
"01062","F",24141697,22792939,-5.59
"01063","F",3800192,5664366,49.05
"01064","F",10866999,9315065,-14.28
"01065","F",14570465,14511186,-0.41
"01066","F",26007280,26694470,2.64
"01067","F",16443724,25874611,57.35
"01068","F",4369344,4317088,-1.2
"01069","F",64197250,30370922,-52.69
"01070","F",7977673,8149230,2.15
"01071","F",15547790,28875727,85.72
"01072","M",23298310,34597988,48.5
"01073","F",43218780,35226290,-18.49
"01074","F",380843,288040,-24.37
"01075","F",3976130,3770780,-5.16
"01076","F",11364063,15755572,38.64
"01077","F",13799411,10596686,-23.21
"01078","F",3503478,2584387,-26.23
"01079","F",13278365,6338443,-52.26
"01080","F",20532875,18915643,-7.88
"01081","F",5144732,5047403,-1.89
"01082","F",4382987,4316978,-1.51
"01083","M",3309465,5705675,72.4
"01084","F",51466005,49501443,-3.82
"01085","F",23558277,26999791,14.61
"01086","F",10368378,9267691,-10.62
"01087","F",20816940,17032110,-18.18
"01088","F",94796630,94475510,-0.34
"01089","F",5480003,4525602,-17.42
"01090","F",36360428,29429540,-19.06
"01091","F",31818094,39792537,25.06
"01092","F",80865400,94560250,16.94
"01093","F",1677808,4717038,181.14
"01094","F",7070737,6564942,-7.15
"01095","F",41364814,27524809,-33.46
"01096","F",7735890,7459330,-3.58
"01097","M",7649334,12077524,57.89
"01098","F",57674627,79746046,38.27
"01099","F",5496230,4646620,-15.46
"01100","F",14779590,18198640,23.13
"01101","F",19700563,14239165,-27.72
"01102","M",3624682,2582755,-28.75
"01103","F",26858780,11924840,-55.6
"01104","F",47720224,50474500,5.77
"01105","M",17687754,10115431,-42.81
"01106","F",9159940,11115255,21.35
"01107","F",37015510,60881415,64.48
"01108","M",65618020,54606510,-16.78
"01109","M",4907991,3710876,-24.39
"01110","M",31724860,38638032,21.79
"01111","M",44936970,69426226,54.5
"01112","F",4934146,4252582,-13.81
"01113","F",5421960,4482010,-17.34
"01114","F",12997997,15212286,17.04
"01115","F",19314860,21618892,11.93
"01116","M",1721782,3560330,106.78
"01117","M",40755644,41869110,2.73
"01118","M",45051272,34918161,-22.49
"01119","F",25101123,24424919,-2.69
"01120","F",5657016,4520839,-20.08
"01121","M",23340940,41896810,79.5
"01122","M",8322145,10710898,28.7
"01123","F",46457660,8170721,-82.41
"01124","M",36129424,33470458,-7.36
"01125","F",6117721,15036885,145.79
"01126","M",26452382,23516320,-11.1
"01127","F",91256642,203312408,122.79
"01128","F",15134187,20299749,34.13
"01129","F",38389545,46761701,21.81
"01130","F",42933540,41496260,-3.35
"01131","F",25116331,21103613,-15.98
"01132","F",7252272,4964764,-31.54
"01133","F",63438430,65780610,3.69
"01134","F",8358472,7636069,-8.64
"01135","F",9165413,22052570,140.61
"01136","F",18561149,8403048,-54.73
"01137","F",24091640,20925816,-13.14
"01138","F",130476211,167218132,28.16
"01139","M",15643860,15322110,-2.06
"01140","F",5773809,6185002,7.12
"01141","F",25662135,16384777,-36.15
"01142","F",35650685,14654421,-58.89
"01143","F",3512521,4792998,36.45
"01144","F",47446206,30122912,-36.51
"01145","M",3097098,1962000,-36.65
"01146","F",10252940,11711650,14.23
"01147","F",103414790,103979700,0.55
"01148","F",4529308,2979550,-34.22
"01149","M",4014651,5179801,29.02
"01150","F",28283395,25992661,-8.1
"01151","M",11667226,24857512,113.05
"01152","F",39770763,26109021,-34.35
"01153","M",14585509,5473778,-62.47
"01154","F",16329787,27141941,66.21
"01155","M",87672081,77026700,-12.14
"01156","F",6929886,3983892,-42.51
"01157","F",46492570,59296970,27.54
"01158","F",7012437,9178989,30.9
"01159","F",5642576,7739403,37.16
"01160","F",4674216,7953153,70.15
"01161","F",26786200,59813359,123.3
"01162","M",40635022,33445807,-17.69
"01163","F",75548382,70840131,-6.23
"01164","F",18214860,14432617,-20.76
"01165","F",25378996,23222896,-8.5
"01166","F",30646751,31535133,2.9
"01167","F",5401430,7532690,39.46
"01168","F",7215529,10089995,39.84
"01169","M",10276614,12248822,19.19
"01170","F",7362270,8979132,21.96
"01171","F",53596,287670,436.74
"01172","F",42189104,60863727,44.26
"01173","F",68210842,61770497,-9.44
"01174","M",7164623,8447467,17.91
"01175","M",5974361,4493234,-24.79
"01176","F",33089067,51938030,56.96
"01177","F",6012620,6277280,4.4
"01178","F",58273168,44679150,-23.33
"01179","F",33503293,75382391,125
"01180","F",6732951,5321700,-20.96
"01181","F",11887850,21981499,84.91
"01182","F",4963814,6377023,28.47
"01183","F",4827074,4371216,-9.44
"01184","F",6911267,10553488,52.7
"01185","F",7678197,6820429,-11.17
"01186","F",10737183,9416412,-12.3
"01187","M",17292257,17245980,-0.27
"01188","M",2036385,4468125,119.41
"01189","M",3202290,28588090,792.74
"01190","F",2833125,4727343,66.86
"01191","F",7058400,10693040,51.49
"01192","F",9712896,8028096,-17.35
"01193","F",12651619,11878734,-6.11
"01194","F",29781691,28463248,-4.43
"01195","F",4882588,3451612,-29.31
"01196","F",10401120,14555300,39.94
"01197","F",49508120,34763430,-29.78
"01198","F",15550385,18239033,17.29
"01199","M",10892105,18367414,68.63
"01200","F",58620873,71649774,22.23
"01201","F",9465836,12743643,34.63
"01202","F",10719093,8315837,-22.42
"01203","M",46684516,57819960,23.85
"01204","F",4197648,4203033,0.13
"01205","F",8872600,4592754,-48.24
"01206","F",10064746,12733146,26.51
"01207","F",37391744,65375000,74.84
"01209","F",13796089,13243779,-4
"01210","F",4350046,9019564,107.34
"01211","M",27891601,41010393,47.03
"01212","F",44616981,52745000,18.22
"01213","F",5107263,17266725,238.08
"01214","F",43127202,44912883,4.14
"01215","F",9223400,10969719,18.93
"01216","F",10458980,8090933,-22.64
"01217","M",5434987,8521670,56.79
"01218","F",36516780,65398172,79.09
"01219","F",21604670,17727470,-17.95
"01220","F",19505412,20715407,6.2
"01221","F",6662214,7708291,15.7
"01222","F",73414124,16035163,-78.16
"01223","F",4734973,4742494,0.16
"01224","M",29323850,36489910,24.44
"01225","M",5890220,4502818,-23.55
"01226","M",22709819,21832979,-3.86
"01227","F",31702292,31959730,0.81
"01228","F",10078841,8826405,-12.43
"01229","F",54518775,59084778,8.38
"01230","M",34936430,22793350,-34.76
"01231","F",7274109,6807968,-6.41
"01232","F",21030757,23718204,12.78
"01233","F",61313140,65097500,6.17
"01234","F",6181442,7109304,15.01
"01235","F",16602640,23652806,42.46
"01236","F",8241538,8613157,4.51
"01237","F",5479973,4837307,-11.73
"01238","M",65361670,65976624,0.94
"01239","F",6705659,10481685,56.31
"01240","F",11522157,13914800,20.77
"01241","F",8822191,5095093,-42.25
"01242","F",15143880,20715210,36.79
"01243","F",68019053,50883571,-25.19
"01244","F",11164438,9724364,-12.9
"01245","F",25490880,20307200,-20.34
"01246","F",56176020,55024330,-2.05
"01247","F",21654547,27966845,29.15
"01248","M",3755217,3343252,-10.97
"01249","M",3902066,4658979,19.4
"01250","F",5868690,5252273,-10.5
"01251","F",5543192,4246430,-23.39
"01252","F",4753727,4363899,-8.2
"01253","F",5232472,4796424,-8.33
"01254","F",34222528,27574691,-19.43
"01255","F",32538095,52362340,60.93
"01256","F",1313597,6226128,373.98
"01257","F",40965663,23874550,-41.72
"01258","F",6019746,6149847,2.16
"01259","M",23487180,41801590,77.98
"01260","F",9147441,9235483,0.96
"01261","F",4896583,7794500,59.18
"01263","F",41514470,62984910,51.72
"01264","M",35793571,38044944,6.29
"01265","F",3937832,6134888,55.79
"01266","F",57417197,43855378,-23.62
"01267","F",11453360,12231300,6.79
